"ID","MonthlyIncome"
1112,16579.6158651224
1113,15359.429996439
1114,7449.52679065221
1115,8778.23411201449
1116,3096.38866679455
1117,6763.03578892725
1118,3336.98941782635
1119,8553.45441175223
1120,3450.21473890675
1121,7344.49571511712
1122,16138.4706485783
1123,3329.74786500639
1124,17487.6316671183
1125,2884.30957564043
1126,1120.90702452286
1127,2782.97769861746
1128,4076.83979534428
1129,17648.7377245644
1130,2500.57254627891
1131,14537.7770802457
1132,17297.7591286414
1133,8017.90474347797
1134,3135.59399569644
1135,2562.66884545011
1136,2797.4058693842
1137,3180.89544808061
1138,7437.11555996941
1139,8040.26046429569
1140,16241.3691885141
1141,6982.31153731925
1142,7496.84518312032
1143,8901.43786005886
1144,6135.47508133215
1145,4789.31382985301
1146,7255.90975043273
1147,2850.63329218046
1148,2828.07700356695
1149,2748.6073659226
1150,7406.18034120212
1151,3391.20504981589
1152,6012.27133328779
1153,4393.99526526391
1154,2543.85705857913
1155,8950.22632422934
1156,8240.37812523093
1157,2626.41124547678
1158,2683.1163009452
1159,2734.17919515586
1160,6592.71579584945
1161,3959.64493979152
1162,6456.07068016878
1163,3287.20270517148
1164,6921.49643469328
1165,3094.57387414528
1166,2567.15410572081
1167,7729.94029674762
1168,6359.96540316906
1169,2886.32651572438
1170,3798.71597383874
